day,month,year,traffic_source,total_sessions,unique_transactions,transaction_revenue,transaction_total,active_users,cost,clicks,impressions
23,12,2021,rtbhouse,3235,25,538.26,568.16,17,87.99,3199,151969
11,2,2021,rtbhouse,3376,9,154.5,166.46,7,79.35,3370,145818
26,9,2020,rtbhouse,3483,8,98,112.95,5,74.42,3459,198188
5,11,2021,rtbhouse,4328,4,40.75,49.72,4,123.72,4300,239135
1,4,2020,rtbhouse,957,8,188.5,200.46,6,16.28,961,17589
16,12,2020,rtbhouse,5035,29,680.5,728.34,26,120.34,4882,221921
8,8,2021,rtbhouse,758,13,241.5,256.45,9,21.74,759,46012
19,4,2020,rtbhouse,4537,22,400.75,445.6,19,121.23,4444,326072
14,11,2020,rtbhouse,6176,12,242.75,263.68,8,154.97,5947,381338
17,11,2021,rtbhouse,1675,5,134.85,137.84,4,40.39,1624,47643
9,5,2021,rtbhouse,2141,13,123.5,159.38,8,91.8,2144,168993
9,12,2021,rtbhouse,1828,12,191,208.94,10,40.4,1767,111559
22,5,2020,rtbhouse,5281,21,544.5,568.42,17,84.06,5288,226021
18,11,2021,rtbhouse,2132,2,32,34.99,1,45.65,2119,88171
14,9,2020,rtbhouse,4136,23,731,751.93,17,83.23,4193,285027
20,12,2020,rtbhouse,5261,22,419.25,455.13,21,113.05,5146,196188
14,4,2020,rtbhouse,5230,40,814.75,874.55,34,129.23,5226,437673
4,1,2020,rtbhouse,4377,18,488,505.94,12,134.71,4396,374242
7,4,2021,rtbhouse,3079,8,201,209.97,5,115.25,2998,212912
30,8,2021,rtbhouse,2172,15,225.5,249.42,12,100.48,2182,183185
6,9,2021,rtbhouse,1817,18,261.25,297.13,14,99.85,1839,169471
20,6,2021,rtbhouse,2389,31,658,678.93,21,98.69,2368,154702
15,4,2020,rtbhouse,4887,31,742.5,790.34,28,125.17,4941,419298
13,5,2021,rtbhouse,751,2,42.5,42.5,2,34.23,756,43029
22,1,2021,rtbhouse,3011,13,207.5,231.42,12,82.45,3035,173244
31,1,2020,rtbhouse,5031,23,837,851.95,20,127.58,5008,589609
24,6,2020,rtbhouse,3959,21,613.25,628.2,16,111.73,3839,314593
4,11,2021,rtbhouse,1858,8,131,139.97,7,61.45,1810,91873
4,6,2021,rtbhouse,1850,10,240,251.96,5,59.67,1817,125672
9,3,2020,rtbhouse,4789,23,695.25,713.19,18,115.91,4822,326859
31,10,2020,rtbhouse,4976,32,598,648.83,29,129.82,4996,314615
27,11,2020,rtbhouse,14880,73,1642,1737.68,61,924.34,14615,1103176
10,7,2021,rtbhouse,1510,8,190,192.99,8,69.13,1515,138995
24,12,2020,rtbhouse,7982,16,375.5,396.43,14,140.64,7901,392637
8,12,2021,rtbhouse,1944,10,211.25,223.21,9,38.98,1920,105862
20,10,2021,rtbhouse,1055,11,250,261.96,7,45.84,1060,68767
18,9,2021,rtbhouse,2088,5,73.75,82.72,3,118.62,2067,216963
19,11,2021,rtbhouse,2142,6,106.75,118.71,4,42.62,2108,78875
19,1,2021,rtbhouse,3953,24,668.5,698.4,17,85.89,3806,238927
19,1,2020,rtbhouse,2159,8,179.5,182.49,7,55.93,2162,240559
9,8,2021,rtbhouse,1098,11,217.25,229.21,10,31.61,1074,84142
18,1,2020,rtbhouse,2251,16,432.5,441.47,12,54.67,2231,304387
28,6,2020,rtbhouse,2623,15,477,485.97,11,67.44,2534,200256
28,5,2021,rtbhouse,1721,18,394.13,406.09,13,58.1,1740,117243
17,12,2020,rtbhouse,5408,15,478,498.93,15,123.54,5224,243167
21,5,2020,rtbhouse,5779,26,554.5,590.38,22,94.39,5860,257724
21,3,2021,rtbhouse,1782,3,63.5,66.49,1,60.78,1746,113625
17,1,2020,rtbhouse,4161,32,952.5,970.44,23,96.96,4031,516331
8,1,2021,rtbhouse,3084,16,476.25,485.22,11,72.56,2968,167944
27,9,2020,rtbhouse,3456,11,242.75,263.68,9,66.44,3368,194182
31,3,2020,rtbhouse,1764,18,492,512.93,13,46.67,1738,148820
11,12,2021,rtbhouse,1171,7,177.75,183.73,4,34,1172,59356
31,8,2021,rtbhouse,2329,16,296,316.93,11,103.93,2320,246809
23,1,2020,rtbhouse,2624,13,484.5,487.49,11,57.43,2576,360168
17,6,2021,rtbhouse,3063,27,521,550.9,23,132.28,3082,246952
2,6,2021,rtbhouse,3392,19,316,345.9,16,102.68,3284,235206
26,2,2021,rtbhouse,5153,12,186.5,204.44,9,106.66,5217,279438
12,2,2021,rtbhouse,2771,7,141.25,150.22,5,60.66,2677,140358
4,1,2021,rtbhouse,1924,6,143.5,149.48,5,60.44,1942,122941
2,6,2020,rtbhouse,6711,13,327,341.95,10,95.41,6811,319317
28,11,2020,rtbhouse,8857,24,406.25,448.11,17,372.13,8547,510760
19,12,2021,rtbhouse,1395,5,89,97.97,3,32.43,1377,72076
18,1,2021,rtbhouse,4490,16,362.5,380.44,16,101.18,4436,267119
21,2,2020,rtbhouse,4646,20,444.63,462.57,15,126.59,4626,372575
30,6,2020,rtbhouse,4109,44,1102.75,1150.59,35,134.1,4148,366623
25,7,2021,rtbhouse,324,4,43,48.98,2,10.63,314,26647
7,8,2020,rtbhouse,3849,19,493,516.92,15,91.54,3906,245236
25,2,2021,rtbhouse,5155,14,175.25,202.16,13,110.48,5113,270566
24,5,2020,rtbhouse,4286,10,262,267.98,9,70.55,4287,164968
22,2,2020,rtbhouse,2248,14,678.38,678.38,13,70.1,2179,159424
19,9,2020,rtbhouse,6670,8,165,170.98,6,128.92,6721,413424
22,7,2020,rtbhouse,4667,28,808.75,817.72,24,142.64,4682,392812
15,1,2020,rtbhouse,5243,19,677.5,683.48,12,142.18,5250,712880
13,11,2020,rtbhouse,7435,17,530,544.95,9,171.55,7189,416796
29,9,2020,rtbhouse,9955,51,1081.5,1144.29,30,265.42,9844,556199
26,6,2021,rtbhouse,741,4,79,84.98,1,32.67,747,48730
16,6,2020,rtbhouse,4057,31,768,794.91,22,107.41,3982,288056
27,2,2021,rtbhouse,4761,11,204,218.95,8,96.57,4703,250750
4,9,2021,rtbhouse,1286,15,243,266.92,9,67.11,1277,105514
16,11,2020,rtbhouse,3891,13,196,213.94,10,83.66,3877,222272
20,3,2021,rtbhouse,1676,3,20,28.97,3,63.23,1653,106680
19,8,2020,rtbhouse,5857,35,1044,1082.87,32,158.68,5754,416235
26,5,2020,rtbhouse,5877,14,357.75,369.71,10,88.68,5798,237607
6,10,2020,rtbhouse,4240,12,199.75,223.67,10,84.25,4273,274615
25,5,2020,rtbhouse,4703,16,562.25,574.21,13,69.28,4651,173329
7,10,2020,rtbhouse,4522,21,336.75,366.65,18,86.28,4353,268094
19,5,2021,rtbhouse,1591,10,239,247.97,10,66.14,1583,122159
4,11,2020,rtbhouse,5404,16,370,390.93,12,107.43,5289,351732
28,9,2020,rtbhouse,7678,40,745.5,802.31,30,151.24,7702,489584
19,6,2021,rtbhouse,2250,24,467,499.89,19,100.52,2282,163273
31,10,2021,rtbhouse,1167,16,454,462.97,11,24.99,1121,54641
12,5,2020,rtbhouse,6261,34,864,896.89,28,90.44,6218,299948
14,6,2020,rtbhouse,3280,16,290.5,314.42,13,86.29,3216,204555
22,12,2020,rtbhouse,7297,32,776.75,803.66,26,144.75,7126,325855
9,8,2020,rtbhouse,2993,12,352.5,361.47,7,52.36,2948,186604
14,2,2021,rtbhouse,1849,6,163,165.99,4,38.26,1833,104248
12,9,2020,rtbhouse,3596,12,186,206.93,8,74.42,3491,228589
17,11,2020,rtbhouse,2395,6,169.25,172.24,6,52.15,2313,124998
15,1,2021,rtbhouse,4214,10,373.75,382.72,8,91.97,4072,250101
8,8,2020,rtbhouse,2853,11,363.25,372.22,8,57.86,2794,168857
5,1,2021,rtbhouse,2275,19,457.5,481.42,17,67.1,2200,138319
9,10,2020,rtbhouse,5434,18,384.25,405.18,14,118.2,5411,320274
16,1,2020,rtbhouse,6189,26,703.25,724.18,21,154.88,6260,707125
7,12,2021,rtbhouse,1503,5,151.88,154.87,3,29.21,1510,68491
5,9,2020,rtbhouse,3257,17,480,491.96,11,75.81,3221,204865
6,5,2021,rtbhouse,2594,16,276,302.91,12,108.31,2543,196986
9,5,2020,rtbhouse,4746,25,482,520.87,22,87.88,4606,232527
29,11,2020,rtbhouse,16059,37,765.5,825.3,26,671.09,15921,1286284
7,1,2021,rtbhouse,4453,16,343.5,361.44,13,111.94,4439,302439
20,2,2020,rtbhouse,4992,37,1173.5,1194.43,27,270.04,5037,436676
3,6,2021,rtbhouse,2567,17,381.25,402.18,12,81.21,2485,176020
18,11,2020,rtbhouse,2648,2,30,30,2,50.86,2645,142306
30,3,2021,rtbhouse,1615,6,206,214.97,4,56.32,1634,107732
3,11,2020,rtbhouse,8617,22,362.38,389.29,13,166.59,8664,647001
6,8,2020,rtbhouse,3242,20,380.5,410.4,13,59.21,3145,203759
14,1,2020,rtbhouse,3341,15,359.5,383.42,12,92.9,3266,432755
1,1,2020,rtbhouse,2898,19,548.25,566.19,12,70.15,2862,233511
3,9,2021,rtbhouse,1788,15,324,350.91,12,91.31,1738,164402
16,11,2021,rtbhouse,1864,4,111.25,114.24,3,50.21,1842,66674
18,7,2020,rtbhouse,5884,35,615.75,657.61,25,172.73,5699,389116
25,2,2020,rtbhouse,3156,18,534,548.95,15,75.05,3035,258047
21,12,2020,rtbhouse,7525,48,874.75,949.5,37,148.05,7472,309714
26,3,2020,rtbhouse,3137,17,403.85,424.78,12,94.92,3025,250123
1,9,2020,rtbhouse,2493,21,458.5,479.43,18,102.01,2483,218871
26,10,2021,rtbhouse,1079,7,183,185.99,6,40.73,1048,57770
14,5,2021,rtbhouse,793,8,180.5,192.46,6,33.98,786,43589
28,1,2020,rtbhouse,2482,9,413.75,413.75,9,54.76,2433,291051
21,2,2021,rtbhouse,3803,4,78,83.98,3,80.8,3676,212537
11,7,2021,rtbhouse,1213,10,162,173.96,9,56.12,1178,112101
26,7,2021,rtbhouse,682,3,83,85.99,3,23.91,681,65520
14,5,2020,rtbhouse,12775,69,1977,2030.82,51,268.13,12375,597810
22,7,2021,rtbhouse,150,1,6,8.99,1,5.77,152,22268
22,2,2021,rtbhouse,4869,9,129,140.96,6,99.71,4679,277673
27,3,2020,rtbhouse,2560,24,761,784.92,17,80.08,2514,194355
10,2,2020,rtbhouse,4428,19,393,413.93,17,97.64,4313,510339
14,1,2021,rtbhouse,4448,12,310.5,319.47,9,98.59,4482,291434
28,2,2021,rtbhouse,4862,11,112.75,139.66,8,103.38,4855,266727
18,6,2021,rtbhouse,2583,20,381,407.91,15,116.04,2544,187260
11,2,2020,rtbhouse,5037,17,312,326.95,14,132.06,5092,534139
29,5,2020,rtbhouse,6228,41,1021.13,1068.97,30,87.9,6212,271250
4,7,2020,rtbhouse,3019,18,523,537.95,15,73.85,2941,233421
26,10,2020,rtbhouse,4162,13,296.5,311.45,11,97.23,4129,280291
26,12,2020,rtbhouse,1680,10,238,249.96,10,63.76,1652,81836
10,8,2021,rtbhouse,1141,20,408,434.91,18,39.19,1126,101494
29,6,2020,rtbhouse,4089,34,723.25,774.08,22,125.81,4035,309273
8,10,2020,rtbhouse,6326,23,567.5,594.41,19,147.16,6201,365055
1,1,2021,rtbhouse,1477,3,62.5,65.49,1,45.81,1488,89366
18,12,2021,rtbhouse,1476,13,297,305.97,7,34.79,1467,81436
1,11,2020,rtbhouse,6877,10,158,169.96,7,130.07,6755,432102
11,1,2020,rtbhouse,2402,13,582,584.99,11,64.49,2331,274016
3,12,2021,rtbhouse,2498,4,111,116.98,3,46.46,2414,130264
30,3,2020,rtbhouse,2340,11,288.5,297.47,11,57.28,2330,175200
10,5,2020,rtbhouse,4792,28,635.5,668.39,27,93.03,4839,245653
1,6,2021,rtbhouse,3061,7,131,136.98,4,73.8,3005,236346
12,5,2021,rtbhouse,1278,11,271.5,283.46,10,56.35,1251,84764
28,6,2021,rtbhouse,955,10,210.75,219.72,10,40.24,917,63307
13,1,2020,rtbhouse,3217,14,309.5,327.44,10,89.5,3150,419142
13,6,2021,rtbhouse,2367,16,359.5,374.45,9,90.08,2284,133776
2,11,2020,rtbhouse,8829,23,369,404.88,17,166.56,8501,616926
2,1,2020,rtbhouse,6344,31,1054,1080.91,21,217.93,6367,595840
15,11,2020,rtbhouse,5543,18,374,394.93,14,121.3,5540,344216
8,12,2020,rtbhouse,6342,20,350.25,383.14,16,162.12,6355,440473
29,4,2020,rtbhouse,2349,24,532,561.9,19,64.02,2288,146183
12,7,2021,rtbhouse,1162,6,148,150.99,5,56.89,1155,128493
29,1,2020,rtbhouse,1933,10,211.5,220.47,9,44.02,1897,269677
27,5,2020,rtbhouse,5982,25,664,693.9,23,90.49,6048,274796
29,6,2021,rtbhouse,1033,11,187.5,202.45,10,45.2,1033,71687
2,9,2020,rtbhouse,2592,16,473,475.99,14,90.49,2614,207975
11,5,2020,rtbhouse,6243,23,595.5,616.43,18,101.09,6259,319809
17,9,2021,rtbhouse,2594,15,219.25,246.16,12,151.38,2628,266070
6,2,2021,rtbhouse,1619,3,18,26.97,3,44.57,1572,86721
24,2,2021,rtbhouse,4702,5,62.5,74.46,4,94.56,4670,253559
28,5,2020,rtbhouse,6493,33,766.25,796.15,26,95.31,6288,273906
3,1,2021,rtbhouse,1438,8,220,237.94,7,43.68,1440,92066
3,9,2020,rtbhouse,5221,34,636,686.83,28,126.28,5219,423249
5,5,2021,rtbhouse,2324,14,298.5,319.43,6,84.33,2248,166286
16,1,2021,rtbhouse,3800,13,540.25,555.2,13,89.96,3781,209286
19,11,2020,rtbhouse,3949,10,266.5,275.47,8,72.9,3863,226514
13,12,2020,rtbhouse,11641,22,444,476.89,16,259.09,11392,698797
11,6,2021,rtbhouse,2466,19,252.25,276.17,10,97.79,2442,154906
11,12,2020,rtbhouse,5985,33,835.25,883.09,26,106.84,5771,303021
17,7,2021,rtbhouse,349,6,140,142.99,5,6.91,337,28561
3,7,2021,rtbhouse,1077,12,239,253.95,8,45.56,1043,78131
12,3,2020,rtbhouse,4784,45,1072,1110.87,37,154.52,4663,282377
27,1,2020,rtbhouse,2643,16,434.25,455.18,12,59.42,2587,301166
5,8,2020,rtbhouse,2101,15,340,363.92,10,39.34,2064,125149
24,7,2021,rtbhouse,335,1,1,3.99,1,10.88,327,26753
15,6,2021,rtbhouse,2162,17,295,318.92,16,72.9,2161,205781
17,1,2021,rtbhouse,4012,14,240.75,264.67,14,93.05,4004,224306
13,5,2020,rtbhouse,10621,105,3174.75,3267.44,84,195.2,10298,473619
6,11,2020,rtbhouse,3383,27,533,568.88,22,78.32,3252,196638
5,6,2021,rtbhouse,1496,10,216.5,225.47,9,47.74,1464,89115
12,1,2020,rtbhouse,2279,14,414.75,420.73,10,65.78,2252,242015
29,1,2021,rtbhouse,3523,10,317.5,320.49,9,87.56,3426,205477
30,9,2021,rtbhouse,909,6,284.5,287.49,4,64.76,898,86651
20,7,2021,rtbhouse,189,1,35,35,0,4.52,190,16300
25,8,2021,rtbhouse,1774,12,221.5,239.44,8,83.94,1776,162284
21,7,2021,rtbhouse,148,3,117,119.99,1,5.11,144,20633
17,2,2020,rtbhouse,4551,22,573.4,588.35,19,156.66,4600,439107
12,10,2021,rtbhouse,1067,10,114.25,132.19,9,31.35,1026,64698
10,8,2020,rtbhouse,6386,24,573.5,597.42,19,123.21,6425,433024
31,3,2021,rtbhouse,1686,11,396,404.97,7,58.49,1686,116100
12,8,2020,rtbhouse,7013,18,410,424.95,14,126.11,6808,502044
26,1,2020,rtbhouse,1548,5,208.5,211.49,4,41.21,1524,137264
10,2,2021,rtbhouse,3392,6,158,163.98,4,79.54,3410,149660
13,10,2021,rtbhouse,1095,5,81.5,87.48,4,34.59,1059,62455
6,12,2021,rtbhouse,2041,9,145,153.97,7,38.5,2030,110851
12,6,2021,rtbhouse,1853,15,203,235.89,11,73.78,1808,106160
7,5,2021,rtbhouse,2781,13,321,329.97,9,119.13,2780,205233
7,7,2020,rtbhouse,4707,22,638.5,668.4,16,152.89,4569,338251
29,10,2020,rtbhouse,3386,20,287.25,323.13,15,77.67,3328,193029
21,4,2021,rtbhouse,2115,8,149.75,161.71,5,77.91,2128,142462
25,12,2020,rtbhouse,2833,11,174.25,189.2,11,81.34,2875,140716
12,12,2020,rtbhouse,11873,28,601.25,640.12,22,262.65,11461,689115
3,5,2021,rtbhouse,1663,10,153,167.95,6,65.89,1655,111871
19,12,2020,rtbhouse,5145,20,440.5,467.41,17,100.45,4940,194176
7,2,2021,rtbhouse,1740,8,279.5,285.48,7,46.09,1672,85304
4,9,2020,rtbhouse,5371,30,573.75,609.63,24,107.99,5198,390628
5,7,2020,rtbhouse,2676,13,248,262.95,12,66.19,2618,225319
23,12,2020,rtbhouse,11053,30,698.25,737.12,29,163.42,11001,520721
30,10,2021,rtbhouse,1424,9,181.25,193.21,8,50.81,1442,68202
12,8,2021,rtbhouse,1348,4,64,69.98,4,54.85,1312,138633
13,3,2021,rtbhouse,1372,3,219,221.99,2,58.03,1365,112164
13,10,2020,rtbhouse,5278,21,376.5,406.4,15,85.3,5294,308212
27,6,2021,rtbhouse,865,8,119,127.97,6,37.87,865,54024
29,3,2021,rtbhouse,1484,7,191,196.98,5,49.83,1493,96116
14,6,2021,rtbhouse,2348,16,286.5,304.44,11,85.75,2291,166351
6,7,2020,rtbhouse,3706,13,379,393.95,12,79.29,3589,304708
27,3,2021,rtbhouse,1162,5,128,133.98,3,38.95,1147,79283
5,12,2021,rtbhouse,1982,2,20,25.98,2,37.68,1924,101083
12,10,2020,rtbhouse,5468,28,388.5,433.35,20,88.56,5255,290469
8,5,2021,rtbhouse,2425,21,390.75,420.65,14,106.53,2428,210358
20,11,2020,rtbhouse,2680,14,417,443.91,9,66.15,2707,166708
2,10,2020,rtbhouse,5882,32,625.5,670.35,21,136.24,5954,399224
30,4,2020,rtbhouse,3509,26,613.25,649.13,18,57.76,3393,156920
15,10,2020,rtbhouse,6813,20,314,358.85,15,100.47,6850,360642
28,3,2021,rtbhouse,1165,1,6,8.99,1,39.08,1141,78700
15,2,2021,rtbhouse,2069,6,163.5,163.5,4,56.46,2025,125686
2,2,2020,rtbhouse,2953,12,538,546.97,7,85.56,2908,273293
27,10,2020,rtbhouse,3819,18,557.5,581.42,16,89.81,3835,261406
4,12,2021,rtbhouse,2976,4,67,72.98,2,55.73,2893,155613
17,9,2020,rtbhouse,4230,18,361.75,388.66,13,93.83,4061,317187
28,10,2020,rtbhouse,3487,15,318.75,339.68,12,79.79,3401,219257
19,7,2020,rtbhouse,5289,29,703,732.9,25,130.85,5323,397120
23,3,2020,rtbhouse,8501,29,914.6,935.53,18,152.17,8311,421054
24,11,2020,rtbhouse,12800,44,1028.75,1076.59,34,463.81,12865,991866
10,3,2020,rtbhouse,4476,25,844,861.94,23,120.65,4402,303418
27,8,2020,rtbhouse,5993,15,321,335.95,9,122.39,5946,444038
1,3,2021,rtbhouse,4634,12,262.75,277.7,10,96.7,4500,250495
22,4,2021,rtbhouse,2544,7,146.75,152.73,5,86.03,2540,163113
20,9,2021,rtbhouse,2573,14,282,302.93,8,161.4,2604,307106
18,2,2020,rtbhouse,4641,24,766.5,775.47,19,117.63,4708,440149
28,8,2020,rtbhouse,3903,24,492.5,516.42,19,93.94,3823,213574
25,10,2021,rtbhouse,1353,7,102.25,114.21,4,54.51,1368,78918
22,3,2021,rtbhouse,2165,6,265,265,4,78.99,2188,158736
24,3,2020,rtbhouse,5335,20,366,392.91,14,139.38,5174,349222
15,5,2020,rtbhouse,9916,47,1055.5,1100.35,34,195.43,9526,468459
25,12,2021,rtbhouse,2227,9,174.75,189.7,7,65.97,2237,98072
21,11,2020,rtbhouse,6442,13,309.75,324.7,11,133.74,6238,425853
16,2,2021,rtbhouse,2380,3,67.5,73.48,2,47.08,2344,130469
21,6,2020,rtbhouse,4934,60,1741,1785.85,46,109.15,4785,224571
18,7,2021,rtbhouse,247,1,40,40,1,4.9,244,20792
9,1,2021,rtbhouse,4226,14,360.5,378.44,13,97.36,4259,264783
10,12,2020,rtbhouse,4082,21,572,601.9,16,77.64,3995,227323
19,7,2021,rtbhouse,262,3,36,38.99,3,5.53,259,25122
24,8,2021,rtbhouse,2329,23,312.5,360.34,16,110.2,2245,223978
9,1,2020,rtbhouse,3792,13,596.5,602.48,9,106.18,3762,619592
1,2,2021,rtbhouse,2114,11,220,225.98,10,54.7,2113,100542
15,9,2020,rtbhouse,4719,19,307,327.93,15,104.71,4668,304503
13,2,2021,rtbhouse,2494,3,90,90,2,49.61,2477,139736
1,8,2020,rtbhouse,1334,2,31,33.99,1,26.37,1318,85794
15,3,2021,rtbhouse,1909,6,157,159.99,5,71.78,1856,146046
5,7,2021,rtbhouse,1825,15,334.5,349.45,9,74.33,1841,159360
4,7,2021,rtbhouse,1140,3,37.25,40.24,3,49.45,1150,84118
29,8,2020,rtbhouse,2917,26,571.63,604.52,16,82,2901,153679
27,8,2021,rtbhouse,2591,19,428.5,455.41,13,118.58,2584,254686
26,8,2020,rtbhouse,5579,10,132.5,147.45,7,88.47,5445,352852
11,3,2020,rtbhouse,3254,24,576.5,603.41,20,114.27,3210,207437
13,7,2021,rtbhouse,655,7,178,183.98,5,31.7,648,52881
21,8,2021,rtbhouse,1596,14,167.5,191.42,10,94.3,1604,134956
1,2,2020,rtbhouse,3948,10,509,511.99,9,93.86,3924,549683
14,2,2020,rtbhouse,6650,31,867.25,897.15,23,186.75,6602,679470
8,1,2020,rtbhouse,4189,24,689.75,713.67,19,138.75,4240,763506
25,11,2020,rtbhouse,11118,35,595.25,664.02,27,402.01,10891,822621
12,3,2021,rtbhouse,1657,7,136,144.97,4,68.11,1651,128408
22,11,2020,rtbhouse,6216,12,174.5,192.44,8,173.6,6002,419210
9,2,2021,rtbhouse,2826,9,202,210.97,4,69.48,2734,123934
9,4,2020,rtbhouse,6384,72,1690.75,1777.46,55,161.9,6280,450838
11,10,2021,rtbhouse,1290,7,94.65,106.61,7,37.44,1247,77712
30,12,2020,rtbhouse,2154,9,214.5,217.49,9,65.77,2115,123298
14,10,2021,rtbhouse,1070,11,197,211.95,10,34.71,1053,58656
23,2,2021,rtbhouse,4547,6,104.5,113.47,5,89.64,4385,242703
8,2,2021,rtbhouse,2317,8,152.5,164.46,8,58.51,2233,96550
25,3,2020,rtbhouse,3734,15,469.5,472.49,10,106.67,3769,280913
5,2,2020,rtbhouse,4080,23,564.5,579.45,19,108.44,4068,342680
16,6,2021,rtbhouse,3397,30,470,511.86,24,124.19,3311,293233
16,2,2020,rtbhouse,3182,7,205.25,214.22,7,65.46,3094,321323
28,10,2021,rtbhouse,1257,4,92.5,95.49,1,51.46,1239,52849
9,7,2020,rtbhouse,7090,49,1058.25,1121.04,34,186.01,7106,527897
30,5,2020,rtbhouse,5795,31,858,881.92,23,82.42,5768,224155
22,10,2021,rtbhouse,1120,5,50,58.97,5,45.28,1091,63655
14,8,2020,rtbhouse,5772,30,724.5,754.4,23,120.98,5646,440041
20,4,2021,rtbhouse,2100,11,239.5,251.46,6,80.18,2071,133514
23,2,2020,rtbhouse,2333,16,278.5,293.45,14,69.12,2368,168228
3,2,2020,rtbhouse,4761,16,395.5,404.47,14,149.57,4771,460128
16,10,2020,rtbhouse,7321,40,662,736.75,31,126.86,7399,346431
30,4,2021,rtbhouse,2713,13,210.75,228.69,9,105.65,2626,164526
20,11,2021,rtbhouse,2164,3,55.5,58.49,2,40.63,2087,84403
20,9,2020,rtbhouse,5660,10,110.25,131.18,8,112.86,5535,330315
14,7,2021,rtbhouse,522,7,123.5,129.48,6,21.02,520,45178
21,3,2020,rtbhouse,8534,26,687.75,711.67,18,163.95,8412,444953
27,7,2021,rtbhouse,824,6,84,95.96,5,28.67,801,72284
26,8,2021,rtbhouse,2397,11,276.5,285.47,7,115.7,2389,233951
14,10,2020,rtbhouse,5908,27,548.75,581.64,21,61.7,5759,315111
25,1,2020,rtbhouse,1797,4,81.5,87.48,3,45.89,1753,164232
6,6,2021,rtbhouse,1992,15,332.5,338.48,8,65.32,2020,124182
17,10,2020,rtbhouse,5349,11,224.5,236.46,8,93.11,5216,242555
5,11,2020,rtbhouse,4129,20,621.25,630.22,14,93.25,4042,255295
20,6,2020,rtbhouse,4477,51,1547.25,1589.11,41,91.15,4473,189594
11,8,2020,rtbhouse,8300,26,778.75,805.66,20,156.03,8140,553453
24,10,2021,rtbhouse,1318,9,181.63,187.61,6,49.45,1287,61734
27,2,2020,rtbhouse,6604,26,843.25,861.19,18,213.01,6640,538175
1,7,2021,rtbhouse,1575,12,227,232.98,9,67.26,1520,117803
2,8,2020,rtbhouse,1373,12,265.5,274.47,9,32.67,1382,86920
31,5,2020,rtbhouse,5973,36,1130.5,1154.42,27,86.87,5816,221755
7,1,2020,rtbhouse,4697,26,994.5,1012.44,20,155.89,4763,501453
22,9,2020,rtbhouse,5118,21,442,471.9,14,135.55,5107,348902
15,7,2021,rtbhouse,371,5,86,91.98,3,10.64,366,25111
10,9,2020,rtbhouse,4397,21,479,499.93,19,85.31,4247,253732
3,10,2020,rtbhouse,3558,10,220,225.98,6,82.82,3604,237873
6,7,2021,rtbhouse,2087,17,312.5,333.43,12,76.66,2062,201187
31,12,2020,rtbhouse,1842,10,262.5,277.45,9,56.98,1844,111663
13,8,2020,rtbhouse,6276,27,606,641.88,17,132.84,6030,443325
29,2,2020,rtbhouse,3440,22,506.38,536.28,16,108.42,3350,281744
28,7,2021,rtbhouse,750,7,130,130,6,26.77,758,57432
6,2,2020,rtbhouse,4195,23,767.5,785.44,19,105.14,4177,477243
21,9,2020,rtbhouse,7463,24,673.25,697.17,17,162.83,7448,475126
22,3,2020,rtbhouse,9790,31,764.75,794.65,22,158.29,9926,470512
23,3,2021,rtbhouse,1552,4,74,79.98,3,53.42,1525,107315
15,8,2020,rtbhouse,4984,21,372,401.9,16,98.47,5036,365763
15,2,2020,rtbhouse,3885,7,345.5,351.48,7,75.01,3751,412905
20,8,2021,rtbhouse,1664,8,145.5,157.46,8,89.91,1599,159767
5,10,2020,rtbhouse,6743,27,1005.75,1038.64,22,138.54,6626,463823
25,8,2020,rtbhouse,3038,11,266,274.97,8,59.7,2922,163736
29,7,2021,rtbhouse,685,4,73,75.99,4,21.46,682,40748
23,11,2020,rtbhouse,11281,32,787,831.85,23,308.64,11112,815698
13,8,2021,rtbhouse,1354,18,441.75,462.68,14,55.43,1303,130524
2,1,2021,rtbhouse,1494,7,156,161.98,7,45.49,1495,100491
26,3,2021,rtbhouse,1535,4,71.5,77.48,3,48.51,1484,97213
10,11,2020,rtbhouse,9001,19,439.5,457.44,17,250.07,8998,651425
17,2,2021,rtbhouse,2920,4,180,180,3,66.55,2949,179818
17,8,2020,rtbhouse,5569,21,436.5,457.43,17,108.65,5409,462807
18,10,2020,rtbhouse,4967,20,371.75,395.67,17,87.66,4892,233467
21,11,2021,rtbhouse,1611,3,86.75,86.75,3,29.89,1617,65324
12,11,2020,rtbhouse,6389,28,736.75,781.6,25,243.06,6411,421258
8,7,2020,rtbhouse,6876,56,1443.5,1497.32,41,175.71,6854,518443
2,2,2021,rtbhouse,1785,4,90,90,3,43.9,1726,90995
23,9,2020,rtbhouse,4599,22,487,525.87,14,108.47,4582,273932
28,2,2020,rtbhouse,8766,28,1094.5,1118.42,25,237.14,8796,702648
19,10,2020,rtbhouse,5625,23,359.75,398.62,23,141.93,5528,297279
20,5,2020,rtbhouse,5693,26,640.5,673.39,20,90.4,5774,253202
9,6,2021,rtbhouse,2511,15,294.5,315.43,13,88.85,2520,173028
4,2,2021,rtbhouse,3475,6,253.75,259.73,6,79.21,3346,190320
13,2,2020,rtbhouse,6295,34,742,798.81,29,220.76,6212,607735
25,3,2021,rtbhouse,2026,4,85,87.99,3,70.44,1949,133467
